metric,metric_group,budget,budget_tokens,model,group_seed_count,non_missing_seed_count,missing_seed_count,is_primary_metric,mean,std,standard_error,ci95_low,ci95_high,median,min,max,q25,q75,iqr
mean_aux_loss,routing,25m,25000000,mla_moe_220m,10,10,0,False,0.010034872176820663,6.919797573788412e-06,2.188232128047845e-06,0.010029922051838459,0.010039822301802866,0.010032972409568998,0.010025612943822714,0.010048972783651019,0.010029859448745806,0.010039492030022608,9.632581276801735e-06
mean_aux_loss,routing,25m,25000000,v3_routing_220m,10,10,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_aux_loss,routing,50m,50000000,dense_121m,10,0,10,False,,,,,,,,,,,
mean_aux_loss,routing,50m,50000000,mla_121m,10,0,10,False,,,,,,,,,,,
mean_aux_loss,routing,50m,50000000,mtp_121m,10,0,10,False,,,,,,,,,,,
mean_aux_loss,routing,50m,50000000,moe_220m,10,10,0,False,0.010030385190055922,9.059320292764991e-06,2.864808617812079e-06,0.010023904542721255,0.010036865837390588,0.010028618734834932,0.010017988935070226,0.010050015933201715,0.010026674238217688,0.010034687178972258,8.01294075456968e-06
mean_aux_loss,routing,50m,50000000,mla_moe_220m,10,10,0,False,0.010031609092440552,5.283829033968592e-06,1.6708934514267947e-06,0.01002782926885123,0.010035388916029874,0.010031537060815122,0.010025625265251246,0.010039796964570196,0.010026798128613063,0.01003455220996931,7.754081356246834e-06
mean_aux_loss,routing,50m,50000000,v3_routing_220m,10,10,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_expert_load_variance,routing,10m,10000000,dense_121m,10,0,10,False,,,,,,,,,,,
mean_expert_load_variance,routing,10m,10000000,mla_121m,10,0,10,False,,,,,,,,,,,
mean_expert_load_variance,routing,10m,10000000,mtp_121m,10,0,10,False,,,,,,,,,,,
mean_expert_load_variance,routing,10m,10000000,moe_220m,10,10,0,False,6.248592423068153e-05,7.55189215126071e-06,2.3881179841932663e-06,5.708362602726815e-05,6.78882224340949e-05,6.126636531617907e-05,5.195298592249553e-05,7.64413035578198e-05,5.762639840443929e-05,6.773024507694773e-05,1.0103846672508438e-05
mean_expert_load_variance,routing,10m,10000000,mla_moe_220m,10,10,0,False,6.085380183325875e-05,4.602262398655472e-06,1.455363156950114e-06,5.7561541643374703e-05,6.414606202314278e-05,6.233502808544373e-05,5.209624767303467e-05,6.643445061312783e-05,5.820323369569248e-05,6.39161975019508e-05,5.712963806258323e-06
