metric,metric_group,metric_direction,budget,contrast_id,contrast_family,model_a,model_b,interpretation,pair_count,model_a_mean,model_b_mean,mean_difference_model_b_minus_model_a,median_difference_model_b_minus_model_a,relative_change_percent,std_difference,standard_error_difference,paired_t_ci95_low,paired_t_ci95_high,bootstrap_reps,bootstrap_ci95_low,bootstrap_ci95_high,min_difference,max_difference,paired_cohens_dz,model_b_better_seed_count,model_a_better_seed_count,tie_seed_count,model_b_better_seed_fraction,exact_sign_flip_p_value,holm_p_by_metric_budget,holm_p_by_metric_all_budgets,holm_p_by_metric_group_budget
lm_loss,optimization,lower_is_better,50m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,4.250305151939392,4.2113728523254395,-0.038932299613952635,-0.03605318069458008,-0.9159883401827756,0.041143794327358624,0.013010810165596865,-0.0683647970231209,-0.009499802204784379,20000,-0.06312239170074463,-0.014556193351745605,-0.11735272407531738,0.03310441970825195,-0.946249616751184,8,2,0,0.8,0.01953125,0.078125,0.21484375,0.078125
lm_loss,optimization,lower_is_better,50m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,4.250305151939392,4.460247945785523,0.20994279384613038,0.20972418785095215,4.939475786822849,0.036254113746948965,0.011464557399118004,0.18400816320806035,0.2358774244842004,20000,0.18791871070861815,0.2307180404663086,0.1452465057373047,0.26073193550109863,5.790868184270495,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
lm_loss,optimization,lower_is_better,50m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,4.4685547828674315,4.460247945785523,-0.00830683708190918,-0.02289295196533203,-0.18589538420246818,0.03976148897486854,0.012573686832025808,-0.03675049281103845,0.02013681864722009,20000,-0.0306302547454834,0.01598501205444336,-0.06123495101928711,0.05384016036987305,-0.2089166501576327,7,3,0,0.7,0.5078125,0.53515625,1.0,0.53515625
lm_loss,optimization,lower_is_better,50m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,4.2113728523254395,4.460247945785523,0.24887509346008302,0.2406703233718872,5.909595331191323,0.04896882475590872,0.015485302057031042,0.21384490649456245,0.2839052804256036,20000,0.22088472843170165,0.2783661365509033,0.18009090423583984,0.3308441638946533,5.0823170598974405,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
lm_loss,optimization,lower_is_better,50m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,4.2113728523254395,4.231369972229004,0.019997119903564453,0.018142104148864746,0.474836130753002,0.027265811740076373,0.008622206735200023,0.0004923331788981022,0.039501906628230804,20000,0.006413698196411133,0.03804900646209717,-0.007565975189208984,0.08811831474304199,0.7334137011652542,3,7,0,0.3,0.0234375,0.078125,0.234375,0.078125
lm_loss,optimization,lower_is_better,50m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,4.250305151939392,4.234798240661621,-0.015506911277770995,-0.006939530372619629,-0.36484230480946234,0.04141904826003287,0.013097853101813791,-0.04513631348856838,0.014122490933026387,20000,-0.04082667827606201,0.007722902297973633,-0.08511686325073242,0.030285358428955078,-0.3743908160423455,6,4,0,0.6,0.267578125,0.53515625,1.0,0.53515625
train_tokens_per_second,efficiency,higher_is_better,10m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,4278.740416158377,3684.3895851882507,-594.3508309701265,-602.2709165150807,-13.890789652150906,22.791822762474457,7.207407195629012,-610.6551187825096,-578.0465431577434,20000,-606.1049345340958,-579.716774445398,-615.2149520603484,-544.6379491992552,-26.07737157155741,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,4278.740416158377,3023.995959906783,-1254.7444562515946,-1255.5623912662638,-29.325089493934616,30.037170607923265,9.4985873588102,-1276.2317536812482,-1233.257158821941,20000,-1271.0712805021344,-1236.0092170065686,-1290.519167866109,-1190.6859200032945,-41.77305754359619,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,4278.740416158377,2719.3842845424306,-1559.3561316159464,-1554.609727289026,-36.44427985692103,31.376956782027516,9.922264947587433,-1581.8018543377452,-1536.9104088941476,20000,-1577.5491484674844,-1541.1902737515634,-1598.722313761411,-1508.4997941414426,-49.69749432517094,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3684.3895851882507,2719.3842845424306,-965.00530064582,-962.5148037939664,-26.19172805517834,16.590958117029906,5.246521621427291,-976.8737571112072,-953.1368441804327,20000,-975.1015664118331,-955.7101282625715,-992.0280637319679,-942.6005451948577,-58.164531176489646,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,3023.995959906783,2719.3842845424306,-304.611675364352,-304.9063864126899,-10.073150870669215,11.311722205944855,3.5770806429889994,-312.7035939625917,-296.51975676611227,20000,-310.95380518542896,-297.6746309661445,-318.67526676431453,-281.74580401122694,-26.928850427768094,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,3023.995959906783,3049.501247119281,25.505287212498025,26.702459666796585,0.8434299367676484,9.88318004532484,3.125335946875265,18.435286114302244,32.57528831069381,20000,19.58977973355104,31.242901764737553,7.361144282602254,42.693252483995366,2.5806761685539765,10,0,0,1.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,10m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,4278.740416158377,3735.8765405676468,-542.8638755907308,-553.0944034796357,-12.687469273448833,22.72444283867471,7.186099792851435,-559.1199627093013,-526.6077884721603,20000,-555.159936732648,-528.5665717814877,-561.7936642746913,-501.04598378869423,-23.888985065316152,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,4342.190258514451,3725.4992846661785,-616.6909738482727,-621.1719171328325,-14.2023019981454,10.944522786178917,3.4609619907937375,-624.5202138057211,-608.8617338908243,20000,-622.4050498705496,-609.5141904410395,-627.8371820804832,-591.6621008595052,-56.346995286724535,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,4342.190258514451,3052.1035034490474,-1290.0867550654038,-1292.9459572956803,-29.71050733062001,16.582314437261722,5.243788249884033,-1301.949028214776,-1278.2244819160317,20000,-1299.3028221078434,-1280.027343418666,-1313.455244857238,-1263.481830543229,-77.79895622811739,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,4342.190258514451,2738.966502299117,-1603.2237562153343,-1604.5961651305688,-36.92200619426171,13.990085692660434,4.424053544974136,-1613.2316606304473,-1593.2158518002213,20000,-1611.1287365629523,-1594.6166558344325,-1626.7079216273205,-1576.7534987890817,-114.59713624602225,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3725.4992846661785,2738.966502299117,-986.5327823670614,-986.1116599178663,-26.480552188737278,10.002584462543249,3.1630949389847847,-993.6882002397156,-979.3773644944072,20000,-992.4669103681329,-980.7265518536631,-1002.05082406355,-971.4526101872025,-98.62778825425947,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,3052.1035034490474,2738.966502299117,-313.13700114993026,-313.26217250796753,-10.259711074544752,6.243270547275762,1.9742954978037355,-317.6031678516543,-308.6708344482062,20000,-316.8920410968046,-309.60989324387043,-324.874330985062,-304.34526734180463,-50.15592369075963,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,3052.1035034490474,3067.4539278085235,15.350424359476028,10.379525118415586,0.5029457337252551,11.301474032448695,3.5738398859785554,7.265836862920191,23.435011856031863,20000,8.90300039099684,22.220251732346334,0.05603001861345547,34.440008504154775,1.3582674539092885,10,0,0,1.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,25m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,4342.190258514451,3772.8460032114863,-569.3442553029652,-569.1302831014168,-13.111914066560251,12.650649538444881,4.000486642204367,-578.3939848150775,-560.2945257908528,20000,-576.6869303335172,-561.6851462044737,-590.1553055645377,-546.0995603183574,-45.00514013709319,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,4336.039061179903,3733.798028851567,-602.2410323283357,-614.5209234067347,-13.889197579425327,45.12760381467702,14.270601340008248,-634.5233753662566,-569.9586892904148,20000,-627.3388640143618,-574.6667092208836,-656.7162676332096,-526.0452758384622,-13.345291604702187,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,4336.039061179903,3012.490968096778,-1323.5480930831243,-1279.6814037920574,-30.524358162100285,160.42614288895203,50.731200776471326,-1438.3100422940702,-1208.7861438721784,20000,-1429.2671736936195,-1261.0988303366707,-1773.9678610237856,-1237.6314935493483,-8.25020205091693,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,4336.039061179903,2743.5479275268617,-1592.491133653041,-1611.3369250493868,-36.72686318512314,42.616698994906606,13.476583518171338,-1622.9772835879496,-1562.0049837181325,20000,-1615.9840241241216,-1566.051348571442,-1633.384473251508,-1520.1709229507196,-37.36777299066194,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3733.798028851567,2743.5479275268617,-990.2501013247053,-991.9319542365229,-26.52125513144813,8.734071991407502,2.761956074073029,-996.4980800408456,-984.002122608565,20000,-995.0957439863603,-984.8064942908507,-1000.0068322057296,-973.812551955863,-113.377826779869,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,3012.490968096778,2743.5479275268617,-268.94304056991666,-313.61592040841515,-8.927596577653098,146.21852864700625,46.238358664311804,-373.5414748157766,-164.3446063240567,20000,-323.90691043370566,-173.34825892755262,-339.39053661736216,143.4390414347131,-1.8393225746320156,1,9,0,0.1,0.00390625,0.013671875,0.041015625,0.02734375
train_tokens_per_second,efficiency,higher_is_better,50m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,3012.490968096778,3070.286853406454,57.79588530967626,9.790928018430122,1.9185413639991877,156.18861329791918,49.39117626046876,-53.93471784414597,169.52648846349848,20000,0.7161560562304203,159.70287252416875,-29.706852236096438,499.7461130629308,0.3700390450322683,9,1,0,0.9,0.095703125,0.095703125,0.095703125,0.095703125
train_tokens_per_second,efficiency,higher_is_better,50m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,4336.039061179903,3768.919004899259,-567.1200562806437,-567.297243319178,-13.07921926621947,11.225897178992497,3.54994038644752,-575.1505793531494,-559.0895332081379,20000,-573.739994258098,-560.567659696211,-582.9467421297445,-551.2689360776662,-50.51890706267288,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,3039483904.0,3507910656.0,468426752.0,468426752.0,15.41139110437612,0.0,0.0,468426752.0,468426752.0,20000,468426752.0,468426752.0,468426752.0,468426752.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,3039483904.0,4608300646.4,1568816742.4,1568512000.0,51.614576419878944,2735606.8890317637,865074.8552187864,1566859807.1199598,1570773677.6800404,20000,1567200153.6,1570403532.8,1564798976.0,1572677632.0,573.4803303391536,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,3039483904.0,4937526681.6,1898042777.6,1898095616.0,62.44621908022448,2025325.0384163691,640464.0123563749,1896593947.34697,1899491607.8530297,20000,1896861388.8,1899247206.4,1894569984.0,1901242368.0,937.1546500427936,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3507910656.0,4937526681.6,1429616025.6,1429668864.0,40.754060345144666,2025325.0384163691,640464.0123563749,1428167195.34697,1431064855.8530297,20000,1428422553.6,1430830284.8,1426143232.0,1432815616.0,705.8699213622705,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,4608300646.4,4937526681.6,329226035.2,329935872.0,7.144196103116473,3509706.211994034,1109866.5547942917,326715342.6233854,331736727.77661455,20000,327115571.2,331222732.8,323585024.0,333320192.0,93.80444268380822,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,4608300646.4,4617214873.6,8914227.2,7858688.0,0.1934384903242757,3206713.803059131,1014051.9421967473,6620282.335568214,11208172.064431785,20000,7123353.6,10891571.2,5074944.0,14547968.0,2.7798636696221637,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,10m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,3039483904.0,3432570368.0,393086464.0,393086464.0,12.93267134866854,0.0,0.0,393086464.0,393086464.0,20000,393086464.0,393086464.0,393086464.0,393086464.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,3039483904.0,3507910656.0,468426752.0,468426752.0,15.41139110437612,0.0,0.0,468426752.0,468426752.0,20000,468426752.0,468426752.0,468426752.0,468426752.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,3039483904.0,4608300646.4,1568816742.4,1568512000.0,51.614576419878944,2735606.8890317637,865074.8552187864,1566859807.1199598,1570773677.6800404,20000,1567201177.6,1570417254.4,1564798976.0,1572677632.0,573.4803303391536,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,3039483904.0,4937526681.6,1898042777.6,1898095616.0,62.44621908022448,2025325.0384163691,640464.0123563749,1896593947.34697,1899491607.8530297,20000,1896853401.6,1899225702.4,1894569984.0,1901242368.0,937.1546500427936,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3507910656.0,4937526681.6,1429616025.6,1429668864.0,40.754060345144666,2025325.0384163691,640464.0123563749,1428167195.34697,1431064855.8530297,20000,1428439961.6,1430805708.8,1426143232.0,1432815616.0,705.8699213622705,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,4608300646.4,4937526681.6,329226035.2,329935872.0,7.144196103116473,3509706.211994034,1109866.5547942917,326715342.6233854,331736727.77661455,20000,327092428.8,331202355.2,323585024.0,333320192.0,93.80444268380822,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,4608300646.4,4617214873.6,8914227.2,7858688.0,0.1934384903242757,3206713.803059131,1014051.9421967473,6620282.335568214,11208172.064431785,20000,7116492.8,10862080.0,5074944.0,14547968.0,2.7798636696221637,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,25m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,3039483904.0,3432570368.0,393086464.0,393086464.0,12.93267134866854,0.0,0.0,393086464.0,393086464.0,20000,393086464.0,393086464.0,393086464.0,393086464.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,Effect of MLA attention relative to dense baseline.,10,3039483904.0,3507910656.0,468426752.0,468426752.0,15.41139110437612,0.0,0.0,468426752.0,468426752.0,20000,468426752.0,468426752.0,468426752.0,468426752.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,Effect of sparse MoE capacity relative to dense baseline.,10,3039483904.0,4608300646.4,1568816742.4,1568512000.0,51.614576419878944,2735606.8890317637,865074.8552187864,1566859807.1199598,1570773677.6800404,20000,1567161241.6,1570408140.8,1564798976.0,1572677632.0,573.4803303391536,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,Supporting comparison for combined MLA plus MoE relative to dense baseline.,10,3039483904.0,4937526681.6,1898042777.6,1898095616.0,62.44621908022448,2025325.0384163691,640464.0123563749,1896593947.34697,1899491607.8530297,20000,1896878387.2,1899230310.4,1894569984.0,1901242368.0,937.1546500427936,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,Effect of adding MoE capacity on top of MLA.,10,3507910656.0,4937526681.6,1429616025.6,1429668864.0,40.754060345144666,2025325.0384163691,640464.0123563749,1428167195.34697,1431064855.8530297,20000,1428440883.2,1430799769.6,1426143232.0,1432815616.0,705.8699213622705,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,Effect of adding MLA attention inside the MoE setting.,10,4608300646.4,4937526681.6,329226035.2,329935872.0,7.144196103116473,3509706.211994034,1109866.5547942917,326715342.6233854,331736727.77661455,20000,327104819.2,331165184.0,323585024.0,333320192.0,93.80444268380822,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,Effect of V3-style routing relative to standard MoE.,10,4608300646.4,4617214873.6,8914227.2,7858688.0,0.1934384903242757,3206713.803059131,1014051.9421967473,6620282.335568214,11208172.064431785,20000,7126118.4,10898124.8,5074944.0,14547968.0,2.7798636696221637,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
peak_memory_bytes,efficiency,lower_is_better,50m,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,Effect of MTP objective relative to next-token-only dense baseline.,10,3039483904.0,3432570368.0,393086464.0,393086464.0,12.93267134866854,0.0,0.0,393086464.0,393086464.0,20000,393086464.0,393086464.0,393086464.0,393086464.0,,0,10,0,0.0,0.001953125,0.013671875,0.041015625,0.02734375
