metric,metric_group,metric_direction,budget,seed,model,value
validation_perplexity,quality,lower_is_better,10m,31415,mla_moe_220m,154.04147359127822
validation_perplexity,quality,lower_is_better,10m,31415,v3_routing_220m,144.01842450705178
validation_perplexity,quality,lower_is_better,10m,4441,dense_121m,148.6005289817918
validation_perplexity,quality,lower_is_better,10m,4441,mla_121m,150.94116430275577
validation_perplexity,quality,lower_is_better,10m,4441,mtp_121m,152.9259909910697
validation_perplexity,quality,lower_is_better,10m,4441,moe_220m,144.97848262678573
validation_perplexity,quality,lower_is_better,10m,4441,mla_moe_220m,147.63530722352445
validation_perplexity,quality,lower_is_better,10m,4441,v3_routing_220m,146.30173991618625
validation_perplexity,quality,lower_is_better,10m,5501,dense_121m,152.63028591455063
validation_perplexity,quality,lower_is_better,10m,5501,mla_121m,160.95520381510678
validation_perplexity,quality,lower_is_better,10m,5501,mtp_121m,147.08933313322768
validation_perplexity,quality,lower_is_better,10m,5501,moe_220m,143.86056515906242
validation_perplexity,quality,lower_is_better,10m,5501,mla_moe_220m,152.33993380568074
validation_perplexity,quality,lower_is_better,10m,5501,v3_routing_220m,146.23932870444486
validation_perplexity,quality,lower_is_better,10m,6173,dense_121m,152.0037260549521
validation_perplexity,quality,lower_is_better,10m,6173,mla_121m,170.40857054560524
validation_perplexity,quality,lower_is_better,10m,6173,mtp_121m,150.10802187370203
validation_perplexity,quality,lower_is_better,10m,6173,moe_220m,145.96399274805668
validation_perplexity,quality,lower_is_better,10m,6173,mla_moe_220m,147.37428141350443
validation_perplexity,quality,lower_is_better,10m,6173,v3_routing_220m,147.20481872097122
validation_perplexity,quality,lower_is_better,10m,8191,dense_121m,149.94982402836763
validation_perplexity,quality,lower_is_better,10m,8191,mla_121m,161.4349719753923
validation_perplexity,quality,lower_is_better,10m,8191,mtp_121m,146.85695653728675
validation_perplexity,quality,lower_is_better,10m,8191,moe_220m,144.14525198405184
validation_perplexity,quality,lower_is_better,10m,8191,mla_moe_220m,148.51094014754204
validation_perplexity,quality,lower_is_better,10m,8191,v3_routing_220m,145.61374820224924
validation_perplexity,quality,lower_is_better,10m,10007,dense_121m,151.6843222123526
validation_perplexity,quality,lower_is_better,10m,10007,mla_121m,159.30784020551212
validation_perplexity,quality,lower_is_better,10m,10007,mtp_121m,152.23733414675277
validation_perplexity,quality,lower_is_better,10m,10007,moe_220m,144.24186635154643
validation_perplexity,quality,lower_is_better,10m,10007,mla_moe_220m,153.1125529604832
validation_perplexity,quality,lower_is_better,10m,10007,v3_routing_220m,144.6237533731484
validation_perplexity,quality,lower_is_better,10m,11213,dense_121m,154.4244589712177
validation_perplexity,quality,lower_is_better,10m,11213,mla_121m,154.5455511084029
validation_perplexity,quality,lower_is_better,10m,11213,mtp_121m,153.83383947402595
validation_perplexity,quality,lower_is_better,10m,11213,moe_220m,142.7204141097404
validation_perplexity,quality,lower_is_better,10m,11213,mla_moe_220m,157.2342925776176
validation_perplexity,quality,lower_is_better,10m,11213,v3_routing_220m,144.1355993306572
validation_perplexity,quality,lower_is_better,10m,12721,dense_121m,155.87797374296116
validation_perplexity,quality,lower_is_better,10m,12721,mla_121m,162.31303598104242
validation_perplexity,quality,lower_is_better,10m,12721,mtp_121m,152.63672415071724
validation_perplexity,quality,lower_is_better,10m,12721,moe_220m,142.16327528266072
validation_perplexity,quality,lower_is_better,10m,12721,mla_moe_220m,156.16521262644957
validation_perplexity,quality,lower_is_better,10m,12721,v3_routing_220m,149.35257997772703
validation_perplexity,quality,lower_is_better,25m,1337,dense_121m,98.63614612699413
validation_perplexity,quality,lower_is_better,25m,1337,mla_121m,103.13240282543137
validation_perplexity,quality,lower_is_better,25m,1337,mtp_121m,98.27210019274676
validation_perplexity,quality,lower_is_better,25m,1337,moe_220m,99.26852246591801
validation_perplexity,quality,lower_is_better,25m,1337,mla_moe_220m,100.00724170748776
validation_perplexity,quality,lower_is_better,25m,1337,v3_routing_220m,96.37246055115357
validation_perplexity,quality,lower_is_better,25m,2027,dense_121m,99.38148520830242
validation_perplexity,quality,lower_is_better,25m,2027,mla_121m,103.37663192006653
validation_perplexity,quality,lower_is_better,25m,2027,mtp_121m,99.05331592367602
validation_perplexity,quality,lower_is_better,25m,2027,moe_220m,95.01429575109654
validation_perplexity,quality,lower_is_better,25m,2027,mla_moe_220m,100.98926933285404
validation_perplexity,quality,lower_is_better,25m,2027,v3_routing_220m,96.30764635890979
validation_perplexity,quality,lower_is_better,25m,31415,dense_121m,98.02398115403327
validation_perplexity,quality,lower_is_better,25m,31415,mla_121m,103.66244243425918
validation_perplexity,quality,lower_is_better,25m,31415,mtp_121m,97.96645928026177
validation_perplexity,quality,lower_is_better,25m,31415,moe_220m,95.87797609570025
validation_perplexity,quality,lower_is_better,25m,31415,mla_moe_220m,101.59742209824208
validation_perplexity,quality,lower_is_better,25m,31415,v3_routing_220m,97.37022863023415
validation_perplexity,quality,lower_is_better,25m,4441,dense_121m,98.60053276840007
validation_perplexity,quality,lower_is_better,25m,4441,mla_121m,101.58721564413428
validation_perplexity,quality,lower_is_better,25m,4441,mtp_121m,99.3305046388865
validation_perplexity,quality,lower_is_better,25m,4441,moe_220m,97.64860019916098
validation_perplexity,quality,lower_is_better,25m,4441,mla_moe_220m,100.5207170267756
validation_perplexity,quality,lower_is_better,25m,4441,v3_routing_220m,97.7109076313247
validation_perplexity,quality,lower_is_better,25m,5501,dense_121m,98.62563472677635
validation_perplexity,quality,lower_is_better,25m,5501,mla_121m,103.58173720552435
validation_perplexity,quality,lower_is_better,25m,5501,mtp_121m,98.96412955784159
validation_perplexity,quality,lower_is_better,25m,5501,moe_220m,96.95567513936348
validation_perplexity,quality,lower_is_better,25m,5501,mla_moe_220m,100.78686950420138
validation_perplexity,quality,lower_is_better,25m,5501,v3_routing_220m,96.81972482135026
validation_perplexity,quality,lower_is_better,25m,6173,dense_121m,99.82500167220228
validation_perplexity,quality,lower_is_better,25m,6173,mla_121m,107.28712909016203
validation_perplexity,quality,lower_is_better,25m,6173,mtp_121m,97.72191752049966
validation_perplexity,quality,lower_is_better,25m,6173,moe_220m,98.33761513690972
validation_perplexity,quality,lower_is_better,25m,6173,mla_moe_220m,100.53196682038207
validation_perplexity,quality,lower_is_better,25m,6173,v3_routing_220m,98.33162874146528
validation_perplexity,quality,lower_is_better,25m,8191,dense_121m,99.14891580766891
validation_perplexity,quality,lower_is_better,25m,8191,mla_121m,104.25639720229277
validation_perplexity,quality,lower_is_better,25m,8191,mtp_121m,95.56106048321494
validation_perplexity,quality,lower_is_better,25m,8191,moe_220m,98.30080600524639
validation_perplexity,quality,lower_is_better,25m,8191,mla_moe_220m,99.5912300570219
validation_perplexity,quality,lower_is_better,25m,8191,v3_routing_220m,97.52290194127653
validation_perplexity,quality,lower_is_better,25m,10007,dense_121m,99.0210010765799
validation_perplexity,quality,lower_is_better,25m,10007,mla_121m,104.10529081204903
validation_perplexity,quality,lower_is_better,25m,10007,mtp_121m,98.29687668020526
validation_perplexity,quality,lower_is_better,25m,10007,moe_220m,96.69569893160956
validation_perplexity,quality,lower_is_better,25m,10007,mla_moe_220m,101.43901339293001
validation_perplexity,quality,lower_is_better,25m,10007,v3_routing_220m,97.022530332302
validation_perplexity,quality,lower_is_better,25m,11213,dense_121m,98.82758396477273
validation_perplexity,quality,lower_is_better,25m,11213,mla_121m,101.35960903390854
validation_perplexity,quality,lower_is_better,25m,11213,mtp_121m,97.52977525939522
validation_perplexity,quality,lower_is_better,25m,11213,moe_220m,95.35109426669513
validation_perplexity,quality,lower_is_better,25m,11213,mla_moe_220m,101.08285653094688
validation_perplexity,quality,lower_is_better,25m,11213,v3_routing_220m,96.3318660133564
validation_perplexity,quality,lower_is_better,25m,12721,dense_121m,101.63566969286357
validation_perplexity,quality,lower_is_better,25m,12721,mla_121m,105.15505218173539
validation_perplexity,quality,lower_is_better,25m,12721,mtp_121m,99.88917364971277
validation_perplexity,quality,lower_is_better,25m,12721,moe_220m,95.94893364160396
validation_perplexity,quality,lower_is_better,25m,12721,mla_moe_220m,103.550442463594
validation_perplexity,quality,lower_is_better,25m,12721,v3_routing_220m,97.3607267826563
validation_perplexity,quality,lower_is_better,50m,1337,dense_121m,82.58395226476654
validation_perplexity,quality,lower_is_better,50m,1337,mla_121m,86.24479471740102
validation_perplexity,quality,lower_is_better,50m,1337,mtp_121m,81.16249251503515
validation_perplexity,quality,lower_is_better,50m,1337,moe_220m,80.46839772247199
validation_perplexity,quality,lower_is_better,50m,1337,mla_moe_220m,83.75747794127604
validation_perplexity,quality,lower_is_better,50m,1337,v3_routing_220m,80.60310192311859
validation_perplexity,quality,lower_is_better,50m,2027,dense_121m,82.83007279725544
validation_perplexity,quality,lower_is_better,50m,2027,mla_121m,86.09337599457356
validation_perplexity,quality,lower_is_better,50m,2027,mtp_121m,81.7524338303538
validation_perplexity,quality,lower_is_better,50m,2027,moe_220m,79.62893079980218
validation_perplexity,quality,lower_is_better,50m,2027,mla_moe_220m,83.90171251974296
validation_perplexity,quality,lower_is_better,50m,2027,v3_routing_220m,80.57854944240249
validation_perplexity,quality,lower_is_better,50m,31415,dense_121m,82.34971541821577
validation_perplexity,quality,lower_is_better,50m,31415,mla_121m,86.6938143618961
validation_perplexity,quality,lower_is_better,50m,31415,mtp_121m,80.83186767828967
validation_perplexity,quality,lower_is_better,50m,31415,moe_220m,80.1145869535613
validation_perplexity,quality,lower_is_better,50m,31415,mla_moe_220m,84.5272840476817
validation_perplexity,quality,lower_is_better,50m,31415,v3_routing_220m,80.32981519338252
validation_perplexity,quality,lower_is_better,50m,4441,dense_121m,82.72451316413868
validation_perplexity,quality,lower_is_better,50m,4441,mla_121m,86.2352853551621
validation_perplexity,quality,lower_is_better,50m,4441,mtp_121m,82.30900636344836
validation_perplexity,quality,lower_is_better,50m,4441,moe_220m,80.23659256413356
validation_perplexity,quality,lower_is_better,50m,4441,mla_moe_220m,83.82136184122743
validation_perplexity,quality,lower_is_better,50m,4441,v3_routing_220m,80.88030879976579
validation_perplexity,quality,lower_is_better,50m,5501,dense_121m,82.65743601185248
validation_perplexity,quality,lower_is_better,50m,5501,mla_121m,86.77775626793584
validation_perplexity,quality,lower_is_better,50m,5501,mtp_121m,83.23193610857747
validation_perplexity,quality,lower_is_better,50m,5501,moe_220m,80.3023222423385
validation_perplexity,quality,lower_is_better,50m,5501,mla_moe_220m,84.6426641729033
validation_perplexity,quality,lower_is_better,50m,5501,v3_routing_220m,80.3646970521721
validation_perplexity,quality,lower_is_better,50m,6173,dense_121m,83.00081892860356
validation_perplexity,quality,lower_is_better,50m,6173,mla_121m,88.68156036231586
validation_perplexity,quality,lower_is_better,50m,6173,mtp_121m,81.0393071897856
validation_perplexity,quality,lower_is_better,50m,6173,moe_220m,80.25839250934109
validation_perplexity,quality,lower_is_better,50m,6173,mla_moe_220m,83.84552746852195
validation_perplexity,quality,lower_is_better,50m,6173,v3_routing_220m,80.70437231697899
validation_perplexity,quality,lower_is_better,50m,8191,dense_121m,83.56743539237583
validation_perplexity,quality,lower_is_better,50m,8191,mla_121m,88.37854345238362
validation_perplexity,quality,lower_is_better,50m,8191,mtp_121m,80.89424261913153
validation_perplexity,quality,lower_is_better,50m,8191,moe_220m,81.49027802307108
validation_perplexity,quality,lower_is_better,50m,8191,mla_moe_220m,84.27630026944354
validation_perplexity,quality,lower_is_better,50m,8191,v3_routing_220m,82.18630154537738
validation_perplexity,quality,lower_is_better,50m,10007,dense_121m,83.55496089264479
validation_perplexity,quality,lower_is_better,50m,10007,mla_121m,87.68511868016958
validation_perplexity,quality,lower_is_better,50m,10007,mtp_121m,80.54232503509492
validation_perplexity,quality,lower_is_better,50m,10007,moe_220m,80.63448388668773
validation_perplexity,quality,lower_is_better,50m,10007,mla_moe_220m,84.22119385384438
validation_perplexity,quality,lower_is_better,50m,10007,v3_routing_220m,80.97823054449397
validation_perplexity,quality,lower_is_better,50m,11213,dense_121m,82.14668700189847
validation_perplexity,quality,lower_is_better,50m,11213,mla_121m,85.41455341318236
validation_perplexity,quality,lower_is_better,50m,11213,mtp_121m,80.59728698485199
validation_perplexity,quality,lower_is_better,50m,11213,moe_220m,79.91600878384772
validation_perplexity,quality,lower_is_better,50m,11213,mla_moe_220m,83.74496089689697
validation_perplexity,quality,lower_is_better,50m,11213,v3_routing_220m,80.30314531442038
validation_perplexity,quality,lower_is_better,50m,12721,dense_121m,83.31910638626508
validation_perplexity,quality,lower_is_better,50m,12721,mla_121m,87.47826368551621
validation_perplexity,quality,lower_is_better,50m,12721,mtp_121m,82.0078139390709
validation_perplexity,quality,lower_is_better,50m,12721,moe_220m,80.53440600316566
validation_perplexity,quality,lower_is_better,50m,12721,mla_moe_220m,85.05028980701796
validation_perplexity,quality,lower_is_better,50m,12721,v3_routing_220m,80.61932889547259
test_perplexity,quality,lower_is_better,10m,1337,dense_121m,145.61078409299938
test_perplexity,quality,lower_is_better,10m,1337,mla_121m,157.21973157762156
test_perplexity,quality,lower_is_better,10m,1337,mtp_121m,146.19294034436012
test_perplexity,quality,lower_is_better,10m,1337,moe_220m,141.97063239487525
test_perplexity,quality,lower_is_better,10m,1337,mla_moe_220m,144.79237881883256
test_perplexity,quality,lower_is_better,10m,1337,v3_routing_220m,137.65282173442793
test_perplexity,quality,lower_is_better,10m,2027,dense_121m,150.13505038162992
test_perplexity,quality,lower_is_better,10m,2027,mla_121m,157.70853515932828
test_perplexity,quality,lower_is_better,10m,2027,mtp_121m,151.81176829942632
test_perplexity,quality,lower_is_better,10m,2027,moe_220m,140.12797928740426
test_perplexity,quality,lower_is_better,10m,2027,mla_moe_220m,147.61393171432454
test_perplexity,quality,lower_is_better,10m,2027,v3_routing_220m,140.72106462367194
test_perplexity,quality,lower_is_better,10m,31415,dense_121m,145.63210494359083
test_perplexity,quality,lower_is_better,10m,31415,mla_121m,156.86562577997955
test_perplexity,quality,lower_is_better,10m,31415,mtp_121m,152.8288461495514
test_perplexity,quality,lower_is_better,10m,31415,moe_220m,139.46381949450264
test_perplexity,quality,lower_is_better,10m,31415,mla_moe_220m,149.9892416317247
test_perplexity,quality,lower_is_better,10m,31415,v3_routing_220m,139.6170739543683
test_perplexity,quality,lower_is_better,10m,4441,dense_121m,145.85862208911408
test_perplexity,quality,lower_is_better,10m,4441,mla_121m,149.37519874064552
test_perplexity,quality,lower_is_better,10m,4441,mtp_121m,149.75913679448053
test_perplexity,quality,lower_is_better,10m,4441,moe_220m,142.451954810098
test_perplexity,quality,lower_is_better,10m,4441,mla_moe_220m,144.92636781683598
test_perplexity,quality,lower_is_better,10m,4441,v3_routing_220m,143.18744038574877
test_perplexity,quality,lower_is_better,10m,5501,dense_121m,150.03244620111175
test_perplexity,quality,lower_is_better,10m,5501,mla_121m,157.95011237400533
test_perplexity,quality,lower_is_better,10m,5501,mtp_121m,143.7721735378196
test_perplexity,quality,lower_is_better,10m,5501,moe_220m,140.86303944602693
test_perplexity,quality,lower_is_better,10m,5501,mla_moe_220m,149.23152194739203
test_perplexity,quality,lower_is_better,10m,5501,v3_routing_220m,142.6382430345395
test_perplexity,quality,lower_is_better,10m,6173,dense_121m,146.35636826057726
test_perplexity,quality,lower_is_better,10m,6173,mla_121m,166.40628239429384
test_perplexity,quality,lower_is_better,10m,6173,mtp_121m,145.3299087231265
test_perplexity,quality,lower_is_better,10m,6173,moe_220m,140.75502989663917
test_perplexity,quality,lower_is_better,10m,6173,mla_moe_220m,142.94350795547052
test_perplexity,quality,lower_is_better,10m,6173,v3_routing_220m,142.8022117042382
test_perplexity,quality,lower_is_better,10m,8191,dense_121m,148.01275046735907
test_perplexity,quality,lower_is_better,10m,8191,mla_121m,159.0451512900696
test_perplexity,quality,lower_is_better,10m,8191,mtp_121m,144.7878573035438
test_perplexity,quality,lower_is_better,10m,8191,moe_220m,141.4251809376282
test_perplexity,quality,lower_is_better,10m,8191,mla_moe_220m,146.66135625550538
test_perplexity,quality,lower_is_better,10m,8191,v3_routing_220m,142.24278928995994
test_perplexity,quality,lower_is_better,10m,10007,dense_121m,147.02331685265315
test_perplexity,quality,lower_is_better,10m,10007,mla_121m,155.05089146782623
test_perplexity,quality,lower_is_better,10m,10007,mtp_121m,148.1555053542389
test_perplexity,quality,lower_is_better,10m,10007,moe_220m,139.45393705208005
test_perplexity,quality,lower_is_better,10m,10007,mla_moe_220m,148.8933206319988
test_perplexity,quality,lower_is_better,10m,10007,v3_routing_220m,140.69911087848865
test_perplexity,quality,lower_is_better,10m,11213,dense_121m,150.4798507423417
test_perplexity,quality,lower_is_better,10m,11213,mla_121m,152.3291927092512
test_perplexity,quality,lower_is_better,10m,11213,mtp_121m,150.3266743066807
test_perplexity,quality,lower_is_better,10m,11213,moe_220m,139.16536255438774
test_perplexity,quality,lower_is_better,10m,11213,mla_moe_220m,154.08848534891297
test_perplexity,quality,lower_is_better,10m,11213,v3_routing_220m,141.42488893666626
test_perplexity,quality,lower_is_better,10m,12721,dense_121m,151.36474939481917
test_perplexity,quality,lower_is_better,10m,12721,mla_121m,156.86522784789324
test_perplexity,quality,lower_is_better,10m,12721,mtp_121m,148.09901765345256
test_perplexity,quality,lower_is_better,10m,12721,moe_220m,137.09763228855454
test_perplexity,quality,lower_is_better,10m,12721,mla_moe_220m,151.65463273171733
test_perplexity,quality,lower_is_better,10m,12721,v3_routing_220m,143.0000912325426
test_perplexity,quality,lower_is_better,25m,1337,dense_121m,95.55177299980454
test_perplexity,quality,lower_is_better,25m,1337,mla_121m,99.1600305163436
test_perplexity,quality,lower_is_better,25m,1337,mtp_121m,94.4660566000982
test_perplexity,quality,lower_is_better,25m,1337,moe_220m,95.34360206322302
test_perplexity,quality,lower_is_better,25m,1337,mla_moe_220m,96.65197528500018
test_perplexity,quality,lower_is_better,25m,1337,v3_routing_220m,93.05299143723204
test_perplexity,quality,lower_is_better,25m,2027,dense_121m,95.24022079673277
test_perplexity,quality,lower_is_better,25m,2027,mla_121m,99.03721857412063
test_perplexity,quality,lower_is_better,25m,2027,mtp_121m,95.04963492900829
test_perplexity,quality,lower_is_better,25m,2027,moe_220m,91.9183202337181
test_perplexity,quality,lower_is_better,25m,2027,mla_moe_220m,97.3528348164436
test_perplexity,quality,lower_is_better,25m,2027,v3_routing_220m,93.08704362975632
test_perplexity,quality,lower_is_better,25m,31415,dense_121m,94.78378867962776
test_perplexity,quality,lower_is_better,25m,31415,mla_121m,100.43124431485786
test_perplexity,quality,lower_is_better,25m,31415,mtp_121m,94.6252090149138
test_perplexity,quality,lower_is_better,25m,31415,moe_220m,93.42754689457296
test_perplexity,quality,lower_is_better,25m,31415,mla_moe_220m,98.3308700937299
test_perplexity,quality,lower_is_better,25m,31415,v3_routing_220m,93.81409977833087
test_perplexity,quality,lower_is_better,25m,4441,dense_121m,94.38031580616479
test_perplexity,quality,lower_is_better,25m,4441,mla_121m,97.76274260869167
test_perplexity,quality,lower_is_better,25m,4441,mtp_121m,94.91281596735945
test_perplexity,quality,lower_is_better,25m,4441,moe_220m,93.52703214021683
test_perplexity,quality,lower_is_better,25m,4441,mla_moe_220m,96.39370925191197
test_perplexity,quality,lower_is_better,25m,4441,v3_routing_220m,93.25232760171852
test_perplexity,quality,lower_is_better,25m,5501,dense_121m,94.9846985540634
test_perplexity,quality,lower_is_better,25m,5501,mla_121m,99.19510098259597
test_perplexity,quality,lower_is_better,25m,5501,mtp_121m,95.64697271817954
test_perplexity,quality,lower_is_better,25m,5501,moe_220m,93.4441507161761
test_perplexity,quality,lower_is_better,25m,5501,mla_moe_220m,97.35643208099339
test_perplexity,quality,lower_is_better,25m,5501,v3_routing_220m,93.12802839834163
test_perplexity,quality,lower_is_better,25m,6173,dense_121m,95.43641248950233
test_perplexity,quality,lower_is_better,25m,6173,mla_121m,102.362347885209
test_perplexity,quality,lower_is_better,25m,6173,mtp_121m,93.13468745172204
test_perplexity,quality,lower_is_better,25m,6173,moe_220m,93.59089254301271
test_perplexity,quality,lower_is_better,25m,6173,mla_moe_220m,96.06215152951724
test_perplexity,quality,lower_is_better,25m,6173,v3_routing_220m,93.86498893829165
test_perplexity,quality,lower_is_better,25m,8191,dense_121m,95.67005339409822
test_perplexity,quality,lower_is_better,25m,8191,mla_121m,100.57183800968818
test_perplexity,quality,lower_is_better,25m,8191,mtp_121m,92.54982953524375
test_perplexity,quality,lower_is_better,25m,8191,moe_220m,94.8050932821112
test_perplexity,quality,lower_is_better,25m,8191,mla_moe_220m,96.29866284883443
test_perplexity,quality,lower_is_better,25m,8191,v3_routing_220m,94.16043574025336
test_perplexity,quality,lower_is_better,25m,10007,dense_121m,96.23291652180615
test_perplexity,quality,lower_is_better,25m,10007,mla_121m,100.98928377948587
test_perplexity,quality,lower_is_better,25m,10007,mtp_121m,95.09673263735117
test_perplexity,quality,lower_is_better,25m,10007,moe_220m,93.19928120861243
test_perplexity,quality,lower_is_better,25m,10007,mla_moe_220m,98.40757516705044
test_perplexity,quality,lower_is_better,25m,10007,v3_routing_220m,93.98004462500428
test_perplexity,quality,lower_is_better,25m,11213,dense_121m,95.4424119486301
test_perplexity,quality,lower_is_better,25m,11213,mla_121m,98.23433283877216
test_perplexity,quality,lower_is_better,25m,11213,mtp_121m,95.03663712466702
test_perplexity,quality,lower_is_better,25m,11213,moe_220m,92.88974058372115
test_perplexity,quality,lower_is_better,25m,11213,mla_moe_220m,98.39574248620853
test_perplexity,quality,lower_is_better,25m,11213,v3_routing_220m,93.52074749600996
test_perplexity,quality,lower_is_better,25m,12721,dense_121m,98.18941294516551
test_perplexity,quality,lower_is_better,25m,12721,mla_121m,101.65251560446228
test_perplexity,quality,lower_is_better,25m,12721,mtp_121m,96.75757250765939
test_perplexity,quality,lower_is_better,25m,12721,moe_220m,93.00827564786057
test_perplexity,quality,lower_is_better,25m,12721,mla_moe_220m,100.40347712053472
test_perplexity,quality,lower_is_better,25m,12721,v3_routing_220m,94.06545677439844
test_perplexity,quality,lower_is_better,50m,1337,dense_121m,78.93154338588741
test_perplexity,quality,lower_is_better,50m,1337,mla_121m,83.02090178619319
test_perplexity,quality,lower_is_better,50m,1337,mtp_121m,78.18160599049632
test_perplexity,quality,lower_is_better,50m,1337,moe_220m,77.6295846338609
test_perplexity,quality,lower_is_better,50m,1337,mla_moe_220m,80.11352820288145
test_perplexity,quality,lower_is_better,50m,1337,v3_routing_220m,77.04754071254696
test_perplexity,quality,lower_is_better,50m,2027,dense_121m,80.17185959830223
test_perplexity,quality,lower_is_better,50m,2027,mla_121m,83.51064212744136
test_perplexity,quality,lower_is_better,50m,2027,mtp_121m,79.34357832081866
test_perplexity,quality,lower_is_better,50m,2027,moe_220m,77.54882557143539
test_perplexity,quality,lower_is_better,50m,2027,mla_moe_220m,81.37793139079918
test_perplexity,quality,lower_is_better,50m,2027,v3_routing_220m,78.05375095170224
test_perplexity,quality,lower_is_better,50m,31415,dense_121m,80.56755626328285
test_perplexity,quality,lower_is_better,50m,31415,mla_121m,84.75541092124946
test_perplexity,quality,lower_is_better,50m,31415,mtp_121m,78.76384708312818
test_perplexity,quality,lower_is_better,50m,31415,moe_220m,78.47619733048603
test_perplexity,quality,lower_is_better,50m,31415,mla_moe_220m,82.3896400169401
test_perplexity,quality,lower_is_better,50m,31415,v3_routing_220m,78.70102244397309
test_perplexity,quality,lower_is_better,50m,4441,dense_121m,79.29099556724304
test_perplexity,quality,lower_is_better,50m,4441,mla_121m,82.75777233718986
test_perplexity,quality,lower_is_better,50m,4441,mtp_121m,78.99283781187754
test_perplexity,quality,lower_is_better,50m,4441,moe_220m,77.73121151497125
test_perplexity,quality,lower_is_better,50m,4441,mla_moe_220m,80.41368624594253
test_perplexity,quality,lower_is_better,50m,4441,v3_routing_220m,77.51903946756433
test_perplexity,quality,lower_is_better,50m,5501,dense_121m,79.5366226186051
test_perplexity,quality,lower_is_better,50m,5501,mla_121m,83.3116589997002
test_perplexity,quality,lower_is_better,50m,5501,mtp_121m,80.18301041214073
test_perplexity,quality,lower_is_better,50m,5501,moe_220m,77.18637165625238
test_perplexity,quality,lower_is_better,50m,5501,mla_moe_220m,81.07595576318053
test_perplexity,quality,lower_is_better,50m,5501,v3_routing_220m,78.2491363531827
test_perplexity,quality,lower_is_better,50m,6173,dense_121m,79.16715463847157
test_perplexity,quality,lower_is_better,50m,6173,mla_121m,85.23336204662665
test_perplexity,quality,lower_is_better,50m,6173,mtp_121m,78.22952813249975
test_perplexity,quality,lower_is_better,50m,6173,moe_220m,77.42659620689969
test_perplexity,quality,lower_is_better,50m,6173,mla_moe_220m,81.11236099777365
test_perplexity,quality,lower_is_better,50m,6173,v3_routing_220m,77.97349314756833
test_perplexity,quality,lower_is_better,50m,8191,dense_121m,79.9883671269985
test_perplexity,quality,lower_is_better,50m,8191,mla_121m,84.59163590353941
test_perplexity,quality,lower_is_better,50m,8191,mtp_121m,77.9788226194358
test_perplexity,quality,lower_is_better,50m,8191,moe_220m,78.6475580056442
test_perplexity,quality,lower_is_better,50m,8191,mla_moe_220m,81.16183208016935
test_perplexity,quality,lower_is_better,50m,8191,v3_routing_220m,78.3484353018768
test_perplexity,quality,lower_is_better,50m,10007,dense_121m,80.24275071344456
test_perplexity,quality,lower_is_better,50m,10007,mla_121m,84.38268503683595
test_perplexity,quality,lower_is_better,50m,10007,mtp_121m,77.596274372935
test_perplexity,quality,lower_is_better,50m,10007,moe_220m,77.80098734205727
test_perplexity,quality,lower_is_better,50m,10007,mla_moe_220m,81.55515132515151
test_perplexity,quality,lower_is_better,50m,10007,v3_routing_220m,77.94004553842453
test_perplexity,quality,lower_is_better,50m,11213,dense_121m,80.02467475024332
test_perplexity,quality,lower_is_better,50m,11213,mla_121m,82.80075088208967
test_perplexity,quality,lower_is_better,50m,11213,mtp_121m,78.20284629933195
test_perplexity,quality,lower_is_better,50m,11213,moe_220m,77.25742814049774
test_perplexity,quality,lower_is_better,50m,11213,mla_moe_220m,81.41524477081644
test_perplexity,quality,lower_is_better,50m,11213,v3_routing_220m,77.83228650898847
test_perplexity,quality,lower_is_better,50m,12721,dense_121m,79.61675341246294
test_perplexity,quality,lower_is_better,50m,12721,mla_121m,83.28886668897319
test_perplexity,quality,lower_is_better,50m,12721,mtp_121m,78.27525190143722
test_perplexity,quality,lower_is_better,50m,12721,moe_220m,76.53269234139223
test_perplexity,quality,lower_is_better,50m,12721,mla_moe_220m,81.13711694926133
test_perplexity,quality,lower_is_better,50m,12721,v3_routing_220m,76.89838461291602
train_loss,optimization,lower_is_better,10m,1337,dense_121m,5.131129741668701
train_loss,optimization,lower_is_better,10m,1337,mla_121m,5.2342610359191895
train_loss,optimization,lower_is_better,10m,1337,mtp_121m,7.216582298278809
train_loss,optimization,lower_is_better,10m,1337,moe_220m,5.246084690093994
train_loss,optimization,lower_is_better,10m,1337,mla_moe_220m,5.237266540527344
train_loss,optimization,lower_is_better,10m,1337,v3_routing_220m,5.046967029571533
train_loss,optimization,lower_is_better,10m,2027,dense_121m,4.760186672210693
train_loss,optimization,lower_is_better,10m,2027,mla_121m,4.772636413574219
train_loss,optimization,lower_is_better,10m,2027,mtp_121m,6.699011325836182
train_loss,optimization,lower_is_better,10m,2027,moe_220m,4.788061618804932
train_loss,optimization,lower_is_better,10m,2027,mla_moe_220m,4.86407470703125
train_loss,optimization,lower_is_better,10m,2027,v3_routing_220m,4.6898980140686035
train_loss,optimization,lower_is_better,10m,31415,dense_121m,5.212094783782959
train_loss,optimization,lower_is_better,10m,31415,mla_121m,5.218181610107422
train_loss,optimization,lower_is_better,10m,31415,mtp_121m,7.26869010925293
train_loss,optimization,lower_is_better,10m,31415,moe_220m,5.240318298339844
train_loss,optimization,lower_is_better,10m,31415,mla_moe_220m,5.303387641906738
train_loss,optimization,lower_is_better,10m,31415,v3_routing_220m,5.142045021057129
