metric,metric_group,metric_direction,budget,seed,contrast_id,contrast_family,model_a,model_b,model_a_value,model_b_value,difference_model_b_minus_model_a,model_b_better
test_loss,quality,lower_is_better,25m,4441,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.5473325324058536,4.5684409427642825,0.02110841035842892,False
test_loss,quality,lower_is_better,25m,5501,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.553715810775757,4.578378801345825,0.024662990570067933,False
test_loss,quality,lower_is_better,25m,6173,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.5584601879119875,4.564995393753052,0.006535205841064595,False
test_loss,quality,lower_is_better,25m,8191,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.560905327796936,4.567454433441162,0.006549105644225506,False
test_loss,quality,lower_is_better,25m,10007,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.566771466732025,4.589117784500122,0.022346317768096924,False
test_loss,quality,lower_is_better,25m,11213,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.558523049354553,4.588997535705566,0.030474486351012686,False
test_loss,quality,lower_is_better,25m,12721,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.586898398399353,4.60919683933258,0.02229844093322697,False
test_loss,quality,lower_is_better,25m,1337,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.596735014915466,4.571116642951965,-0.025618371963500586,True
test_loss,quality,lower_is_better,25m,2027,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.59549572467804,4.578341851234436,-0.017153873443604084,True
test_loss,quality,lower_is_better,25m,31415,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.609473357200622,4.588338017463684,-0.021135339736938263,True
test_loss,quality,lower_is_better,25m,4441,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.582543549537658,4.5684409427642825,-0.014102606773375825,True
test_loss,quality,lower_is_better,25m,5501,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.597088627815246,4.578378801345825,-0.01870982646942121,True
test_loss,quality,lower_is_better,25m,6173,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.6285189485549925,4.564995393753052,-0.06352355480194039,True
test_loss,quality,lower_is_better,25m,8191,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.610872278213501,4.567454433441162,-0.04341784477233901,True
test_loss,quality,lower_is_better,25m,10007,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.6150144100189205,4.589117784500122,-0.0258966255187989,True
test_loss,quality,lower_is_better,25m,11213,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.58735577583313,4.588997535705566,0.0016417598724363103,False
test_loss,quality,lower_is_better,25m,12721,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.621560287475586,4.60919683933258,-0.01236344814300594,True
test_loss,quality,lower_is_better,25m,1337,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.557487230300904,4.571116642951965,0.013629412651061656,False
test_loss,quality,lower_is_better,25m,2027,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.520900359153748,4.578341851234436,0.05744149208068805,False
test_loss,quality,lower_is_better,25m,31415,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.5371862363815305,4.588338017463684,0.05115178108215357,False
test_loss,quality,lower_is_better,25m,4441,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.538250508308411,4.5684409427642825,0.03019043445587144,False
test_loss,quality,lower_is_better,25m,5501,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.537363939285278,4.578378801345825,0.04101486206054705,False
test_loss,quality,lower_is_better,25m,6173,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.5389330768585205,4.564995393753052,0.026062316894531534,False
test_loss,quality,lower_is_better,25m,8191,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.551823134422302,4.567454433441162,0.0156312990188594,False
test_loss,quality,lower_is_better,25m,10007,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.534740009307861,4.589117784500122,0.05437777519226028,False
test_loss,quality,lower_is_better,25m,11213,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.531413204669953,4.588997535705566,0.057584331035613445,False
test_loss,quality,lower_is_better,25m,12721,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.532688474655151,4.60919683933258,0.07650836467742916,False
test_loss,quality,lower_is_better,25m,1337,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.557487230300904,4.533169131278992,-0.02431809902191162,True
test_loss,quality,lower_is_better,25m,2027,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.520900359153748,4.533535008430481,0.012634649276733079,False
test_loss,quality,lower_is_better,25m,31415,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.5371862363815305,4.541315162181855,0.00412892580032409,False
test_loss,quality,lower_is_better,25m,4441,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.538250508308411,4.5353090190887455,-0.0029414892196655273,True
test_loss,quality,lower_is_better,25m,5501,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.537363939285278,4.533975195884705,-0.0033887434005732686,True
test_loss,quality,lower_is_better,25m,6173,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.5389330768585205,4.541857461929322,0.002924385070801172,False
test_loss,quality,lower_is_better,25m,8191,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.551823134422302,4.54500009059906,-0.006823043823242614,True
test_loss,quality,lower_is_better,25m,10007,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.534740009307861,4.543082468509674,0.008342459201812424,False
test_loss,quality,lower_is_better,25m,11213,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.531413204669953,4.538183310031891,0.006770105361938228,False
test_loss,quality,lower_is_better,25m,12721,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.532688474655151,4.543990888595581,0.011302413940430078,False
test_loss,quality,lower_is_better,25m,1337,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.559668226242065,4.548240580558777,-0.011427645683288468,True
test_loss,quality,lower_is_better,25m,2027,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.556402339935302,4.554399228096008,-0.002003111839294469,True
test_loss,quality,lower_is_better,25m,31415,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.551598389148712,4.549923920631409,-0.0016744685173026852,True
test_loss,quality,lower_is_better,25m,4441,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.5473325324058536,4.552958743572235,0.005626211166381623,False
test_loss,quality,lower_is_better,25m,5501,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.553715810775757,4.560664045810699,0.00694823503494213,False
test_loss,quality,lower_is_better,25m,6173,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.5584601879119875,4.534046697616577,-0.02441349029541051,True
test_loss,quality,lower_is_better,25m,8191,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.560905327796936,4.527747197151184,-0.03315813064575224,True
test_loss,quality,lower_is_better,25m,10007,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.566771466732025,4.55489461183548,-0.011876854896544664,True
test_loss,quality,lower_is_better,25m,11213,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.558523049354553,4.554262471199036,-0.004260578155517614,True
test_loss,quality,lower_is_better,25m,12721,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.586898398399353,4.572208597660064,-0.014689800739288827,True
test_loss,quality,lower_is_better,50m,1337,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.368580937385559,4.4190924048423765,0.05051146745681745,False
test_loss,quality,lower_is_better,50m,2027,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.3841725754737855,4.424974074363709,0.04080149888992324,False
test_loss,quality,lower_is_better,50m,31415,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.389096040725708,4.439769589900971,0.05067354917526323,False
test_loss,quality,lower_is_better,50m,4441,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.3731245732307436,4.415917935371399,0.042793362140655766,False
test_loss,quality,lower_is_better,50m,5501,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.376217577457428,4.422588503360748,0.046370925903319815,False
test_loss,quality,lower_is_better,50m,6173,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.3715614986419675,4.44539293050766,0.07383143186569274,False
test_loss,quality,lower_is_better,50m,8191,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.381881213188171,4.437835395336151,0.05595418214798009,False
test_loss,quality,lower_is_better,50m,10007,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.38505642414093,4.4353622269630435,0.0503058028221135,False
test_loss,quality,lower_is_better,50m,11213,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.382335021495819,4.416437129974366,0.03410210847854689,False
test_loss,quality,lower_is_better,50m,12721,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,4.377224540710449,4.422314887046814,0.045090346336364995,False
test_loss,quality,lower_is_better,50m,1337,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.368580937385559,4.351948599815369,-0.016632337570190003,True
test_loss,quality,lower_is_better,50m,2027,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.3841725754737855,4.3509077453613285,-0.033264830112456956,True
test_loss,quality,lower_is_better,50m,31415,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.389096040725708,4.362795360088349,-0.02630068063735891,True
test_loss,quality,lower_is_better,50m,4441,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.3731245732307436,4.353256869316101,-0.019867703914642654,True
test_loss,quality,lower_is_better,50m,5501,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.376217577457428,4.346222908496856,-0.02999466896057168,True
test_loss,quality,lower_is_better,50m,6173,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.3715614986419675,4.349330341815948,-0.022231156826019394,True
test_loss,quality,lower_is_better,50m,8191,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.381881213188171,4.364976580142975,-0.01690463304519607,True
test_loss,quality,lower_is_better,50m,10007,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.38505642414093,4.354154121875763,-0.03090230226516688,True
test_loss,quality,lower_is_better,50m,11213,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.382335021495819,4.347143068313598,-0.03519195318222046,True
test_loss,quality,lower_is_better,50m,12721,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,4.377224540710449,4.3377180004119875,-0.039506540298461346,True
test_loss,quality,lower_is_better,50m,1337,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.368580937385559,4.383444731235504,0.014863793849944962,False
test_loss,quality,lower_is_better,50m,2027,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.3841725754737855,4.3991041231155394,0.014931547641753973,False
test_loss,quality,lower_is_better,50m,31415,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.389096040725708,4.411459701061249,0.02236366033554127,False
test_loss,quality,lower_is_better,50m,4441,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.3731245732307436,4.387184388637543,0.014059815406799459,False
test_loss,quality,lower_is_better,50m,5501,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.376217577457428,4.395386440753937,0.019168863296508576,False
test_loss,quality,lower_is_better,50m,6173,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.3715614986419675,4.395835366249084,0.024273867607116806,False
test_loss,quality,lower_is_better,50m,8191,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.381881213188171,4.396445088386535,0.014563875198364329,False
test_loss,quality,lower_is_better,50m,10007,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.38505642414093,4.401279494762421,0.016223070621490976,False
test_loss,quality,lower_is_better,50m,11213,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.382335021495819,4.3995625376701355,0.017227516174316726,False
test_loss,quality,lower_is_better,50m,12721,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,4.377224540710449,4.396140525341034,0.01891598463058486,False
test_loss,quality,lower_is_better,50m,1337,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.4190924048423765,4.383444731235504,-0.03564767360687249,True
test_loss,quality,lower_is_better,50m,2027,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.424974074363709,4.3991041231155394,-0.025869951248169265,True
test_loss,quality,lower_is_better,50m,31415,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.439769589900971,4.411459701061249,-0.028309888839721964,True
test_loss,quality,lower_is_better,50m,4441,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.415917935371399,4.387184388637543,-0.028733546733856308,True
test_loss,quality,lower_is_better,50m,5501,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.422588503360748,4.395386440753937,-0.02720206260681124,True
test_loss,quality,lower_is_better,50m,6173,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.44539293050766,4.395835366249084,-0.04955756425857594,True
test_loss,quality,lower_is_better,50m,8191,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.437835395336151,4.396445088386535,-0.04139030694961576,True
test_loss,quality,lower_is_better,50m,10007,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.4353622269630435,4.401279494762421,-0.03408273220062252,True
test_loss,quality,lower_is_better,50m,11213,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.416437129974366,4.3995625376701355,-0.016874592304230163,True
test_loss,quality,lower_is_better,50m,12721,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,4.422314887046814,4.396140525341034,-0.026174361705780136,True
test_loss,quality,lower_is_better,50m,1337,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.351948599815369,4.383444731235504,0.031496131420134965,False
test_loss,quality,lower_is_better,50m,2027,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.3509077453613285,4.3991041231155394,0.04819637775421093,False
test_loss,quality,lower_is_better,50m,31415,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.362795360088349,4.411459701061249,0.04866434097290018,False
test_loss,quality,lower_is_better,50m,4441,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.353256869316101,4.387184388637543,0.03392751932144211,False
test_loss,quality,lower_is_better,50m,5501,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.346222908496856,4.395386440753937,0.049163532257080256,False
test_loss,quality,lower_is_better,50m,6173,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.349330341815948,4.395835366249084,0.0465050244331362,False
test_loss,quality,lower_is_better,50m,8191,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.364976580142975,4.396445088386535,0.0314685082435604,False
test_loss,quality,lower_is_better,50m,10007,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.354154121875763,4.401279494762421,0.04712537288665786,False
test_loss,quality,lower_is_better,50m,11213,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.347143068313598,4.3995625376701355,0.052419469356537185,False
test_loss,quality,lower_is_better,50m,12721,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,4.3377180004119875,4.396140525341034,0.058422524929046205,False
test_loss,quality,lower_is_better,50m,1337,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.351948599815369,4.344422643184662,-0.00752595663070732,True
test_loss,quality,lower_is_better,50m,2027,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.3509077453613285,4.357397704124451,0.0064899587631224165,False
test_loss,quality,lower_is_better,50m,31415,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.362795360088349,4.365656147003174,0.002860786914824942,False
test_loss,quality,lower_is_better,50m,4441,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.353256869316101,4.3505235767364505,-0.0027332925796503815,True
test_loss,quality,lower_is_better,50m,5501,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.346222908496856,4.359897792339325,0.01367488384246851,False
test_loss,quality,lower_is_better,50m,6173,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.349330341815948,4.356368937492371,0.00703859567642251,False
test_loss,quality,lower_is_better,50m,8191,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.364976580142975,4.361165997982025,-0.0038105821609502044,True
test_loss,quality,lower_is_better,50m,10007,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.354154121875763,4.355939884185791,0.0017857623100274722,False
test_loss,quality,lower_is_better,50m,11213,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.347143068313598,4.354556338787079,0.007413270473480615,False
test_loss,quality,lower_is_better,50m,12721,v3_routing_vs_moe,routing_mechanism,moe_220m,v3_routing_220m,4.3377180004119875,4.34248486995697,0.0047668695449827325,False
test_loss,quality,lower_is_better,50m,1337,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.368580937385559,4.359034402370453,-0.009546535015106272,True
test_loss,quality,lower_is_better,50m,2027,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.3841725754737855,4.373787515163421,-0.010385060310364125,True
test_loss,quality,lower_is_better,50m,31415,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.389096040725708,4.36645409822464,-0.022641942501067547,True
test_loss,quality,lower_is_better,50m,4441,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.3731245732307436,4.369357187747955,-0.0037673854827886544,True
test_loss,quality,lower_is_better,50m,5501,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.376217577457428,4.384311652183532,0.008094074726104239,False
test_loss,quality,lower_is_better,50m,6173,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.3715614986419675,4.35964717388153,-0.01191432476043719,True
test_loss,quality,lower_is_better,50m,8191,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.381881213188171,4.356437284946441,-0.025443928241729807,True
test_loss,quality,lower_is_better,50m,10007,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.38505642414093,4.35151941537857,-0.033537008762359655,True
test_loss,quality,lower_is_better,50m,11213,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.382335021495819,4.3593060445785525,-0.023028976917266242,True
test_loss,quality,lower_is_better,50m,12721,mtp_vs_dense,objective_mechanism,dense_121m,mtp_121m,4.377224540710449,4.360231485366821,-0.016993055343627717,True
validation_perplexity,quality,lower_is_better,10m,1337,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,149.9861433981014,161.15644062550837,11.170297227406962,False
validation_perplexity,quality,lower_is_better,10m,2027,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,154.4471285319663,162.0877013528961,7.640572820929776,False
validation_perplexity,quality,lower_is_better,10m,31415,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,148.8199964750898,160.1546823454474,11.334685870357617,False
validation_perplexity,quality,lower_is_better,10m,4441,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,148.6005289817918,150.94116430275577,2.340635320963969,False
validation_perplexity,quality,lower_is_better,10m,5501,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,152.63028591455063,160.95520381510678,8.324917900556159,False
validation_perplexity,quality,lower_is_better,10m,6173,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,152.0037260549521,170.40857054560524,18.404844490653147,False
validation_perplexity,quality,lower_is_better,10m,8191,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,149.94982402836763,161.4349719753923,11.485147947024672,False
validation_perplexity,quality,lower_is_better,10m,10007,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,151.6843222123526,159.30784020551212,7.62351799315951,False
validation_perplexity,quality,lower_is_better,10m,11213,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,154.4244589712177,154.5455511084029,0.12109213718520095,False
validation_perplexity,quality,lower_is_better,10m,12721,mla_vs_dense,attention_mechanism,dense_121m,mla_121m,155.87797374296116,162.31303598104242,6.435062238081258,False
validation_perplexity,quality,lower_is_better,10m,1337,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,149.9861433981014,145.8735387187033,-4.1126046793981175,True
validation_perplexity,quality,lower_is_better,10m,2027,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,154.4471285319663,143.72521834892214,-10.721910183044173,True
validation_perplexity,quality,lower_is_better,10m,31415,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,148.8199964750898,142.75577138667683,-6.064225088412968,True
validation_perplexity,quality,lower_is_better,10m,4441,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,148.6005289817918,144.97848262678573,-3.622046355006063,True
validation_perplexity,quality,lower_is_better,10m,5501,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,152.63028591455063,143.86056515906242,-8.769720755488208,True
validation_perplexity,quality,lower_is_better,10m,6173,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,152.0037260549521,145.96399274805668,-6.039733306895414,True
validation_perplexity,quality,lower_is_better,10m,8191,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,149.94982402836763,144.14525198405184,-5.80457204431579,True
validation_perplexity,quality,lower_is_better,10m,10007,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,151.6843222123526,144.24186635154643,-7.442455860806177,True
validation_perplexity,quality,lower_is_better,10m,11213,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,154.4244589712177,142.7204141097404,-11.704044861477286,True
validation_perplexity,quality,lower_is_better,10m,12721,moe_vs_dense,sparse_ffn_mechanism,dense_121m,moe_220m,155.87797374296116,142.16327528266072,-13.71469846030044,True
validation_perplexity,quality,lower_is_better,10m,1337,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,149.9861433981014,148.50015179270721,-1.4859916053941902,True
validation_perplexity,quality,lower_is_better,10m,2027,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,154.4471285319663,152.0605103206948,-2.386618211271525,True
validation_perplexity,quality,lower_is_better,10m,31415,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,148.8199964750898,154.04147359127822,5.221477116188424,False
validation_perplexity,quality,lower_is_better,10m,4441,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,148.6005289817918,147.63530722352445,-0.9652217582673472,True
validation_perplexity,quality,lower_is_better,10m,5501,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,152.63028591455063,152.33993380568074,-0.2903521088698824,True
validation_perplexity,quality,lower_is_better,10m,6173,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,152.0037260549521,147.37428141350443,-4.629444641447662,True
validation_perplexity,quality,lower_is_better,10m,8191,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,149.94982402836763,148.51094014754204,-1.4388838808255855,True
validation_perplexity,quality,lower_is_better,10m,10007,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,151.6843222123526,153.1125529604832,1.428230748130602,False
validation_perplexity,quality,lower_is_better,10m,11213,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,154.4244589712177,157.2342925776176,2.8098336063999056,False
validation_perplexity,quality,lower_is_better,10m,12721,mla_moe_vs_dense,composition_supporting,dense_121m,mla_moe_220m,155.87797374296116,156.16521262644957,0.2872388834884134,False
validation_perplexity,quality,lower_is_better,10m,1337,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,161.15644062550837,148.50015179270721,-12.656288832801152,True
validation_perplexity,quality,lower_is_better,10m,2027,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,162.0877013528961,152.0605103206948,-10.027191032201301,True
validation_perplexity,quality,lower_is_better,10m,31415,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,160.1546823454474,154.04147359127822,-6.113208754169193,True
validation_perplexity,quality,lower_is_better,10m,4441,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,150.94116430275577,147.63530722352445,-3.305857079231316,True
validation_perplexity,quality,lower_is_better,10m,5501,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,160.95520381510678,152.33993380568074,-8.615270009426041,True
validation_perplexity,quality,lower_is_better,10m,6173,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,170.40857054560524,147.37428141350443,-23.03428913210081,True
validation_perplexity,quality,lower_is_better,10m,8191,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,161.4349719753923,148.51094014754204,-12.924031827850257,True
validation_perplexity,quality,lower_is_better,10m,10007,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,159.30784020551212,153.1125529604832,-6.195287245028908,True
validation_perplexity,quality,lower_is_better,10m,11213,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,154.5455511084029,157.2342925776176,2.6887414692147047,False
validation_perplexity,quality,lower_is_better,10m,12721,mla_moe_vs_mla,composition_mechanism,mla_121m,mla_moe_220m,162.31303598104242,156.16521262644957,-6.147823354592845,True
validation_perplexity,quality,lower_is_better,10m,1337,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,145.8735387187033,148.50015179270721,2.6266130740039273,False
validation_perplexity,quality,lower_is_better,10m,2027,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,143.72521834892214,152.0605103206948,8.335291971772648,False
validation_perplexity,quality,lower_is_better,10m,31415,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,142.75577138667683,154.04147359127822,11.285702204601392,False
validation_perplexity,quality,lower_is_better,10m,4441,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,144.97848262678573,147.63530722352445,2.6568245967387156,False
validation_perplexity,quality,lower_is_better,10m,5501,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,143.86056515906242,152.33993380568074,8.479368646618326,False
validation_perplexity,quality,lower_is_better,10m,6173,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,145.96399274805668,147.37428141350443,1.4102886654477516,False
validation_perplexity,quality,lower_is_better,10m,8191,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,144.14525198405184,148.51094014754204,4.365688163490205,False
validation_perplexity,quality,lower_is_better,10m,10007,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,144.24186635154643,153.1125529604832,8.87068660893678,False
validation_perplexity,quality,lower_is_better,10m,11213,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,142.7204141097404,157.2342925776176,14.513878467877191,False
validation_perplexity,quality,lower_is_better,10m,12721,mla_moe_vs_moe,composition_mechanism,moe_220m,mla_moe_220m,142.16327528266072,156.16521262644957,14.001937343788853,False
